# Label: M
# Hands: Left (first) + Right (second)
# Timestamp: 2025-11-12 16:08:23
# Samples per hand: 50
# Normalization: Min-Max on X and Y axes
# Order: First 50 samples of Left hand, then 50 samples of Right hand
sample,hand_type,landmark_id,landmark_name,x_norm,y_norm,z_norm
1,Left,0,WRIST,0.2086933060298309,0.0,0.9925891608100843
1,Left,1,THUMB_CMC,0.6978828255435334,0.10415499592560792,1.0
1,Left,2,THUMB_MCP,0.8926345112580827,0.30148801996128244,0.8564050978764078
1,Left,3,THUMB_IP,0.810811172298014,0.48833713363525927,0.7325424643387389
1,Left,4,THUMB_TIP,0.6992302441634152,0.6101240012824066,0.6075151821887343
1,Left,5,INDEX_FINGER_MCP,0.9609449225632085,0.29819360361975805,0.36798338888477466
1,Left,6,INDEX_FINGER_PIP,1.0,0.6052086680872106,0.17234370742457855
1,Left,7,INDEX_FINGER_DIP,0.9912601119812565,0.7795292452037208,0.1076503355310306
1,Left,8,INDEX_FINGER_TIP,0.9838316683731355,0.9197983753185346,0.060859996502361624
1,Left,9,MIDDLE_FINGER_MCP,0.6088120670411674,0.2749796661429487,0.2921629767928694
1,Left,10,MIDDLE_FINGER_PIP,0.5113074319026667,0.6295756131801954,0.07021347975777233
1,Left,11,MIDDLE_FINGER_DIP,0.4598707695713535,0.8416992939371537,0.03672079267517515
1,Left,12,MIDDLE_FINGER_TIP,0.4111019638228593,1.0,0.0
1,Left,13,RING_FINGER_MCP,0.27909944562821115,0.2623374291649047,0.2675785530935325
1,Left,14,RING_FINGER_PIP,0.152561086974569,0.6046144081142473,0.10694318683635348
1,Left,15,RING_FINGER_DIP,0.102114637813506,0.8093809400753822,0.12688843675091033
1,Left,16,RING_FINGER_TIP,0.07009597734547232,0.9669621023238247,0.13333673412896094
1,Left,17,PINKY_MCP,0.0,0.2610166143596468,0.2560607800397616
1,Left,18,PINKY_PIP,0.050892898322125985,0.4955374490091336,0.166983422078562
1,Left,19,PINKY_DIP,0.11739652802759867,0.5798135419791935,0.18938740999377776
1,Left,20,PINKY_TIP,0.15737978618405882,0.6374424324939951,0.19191227831358126
2,Left,0,WRIST,0.22887062923933013,0.0,1.0
2,Left,1,THUMB_CMC,0.7117851233615805,0.10717993379988996,0.9992851178897929
2,Left,2,THUMB_MCP,0.8954160645664669,0.3032726285757107,0.8525612722330367
2,Left,3,THUMB_IP,0.808842052949584,0.48754940181687806,0.7294152959922962
2,Left,4,THUMB_TIP,0.6961142921781911,0.6087092806266895,0.6052320566180771
2,Left,5,INDEX_FINGER_MCP,0.9613434286818978,0.29374090327265906,0.3559072257008171
2,Left,6,INDEX_FINGER_PIP,1.0,0.6010297997973665,0.1599840208658449
2,Left,7,INDEX_FINGER_DIP,0.9927798972013873,0.7764861364199911,0.09653191748975623
2,Left,8,INDEX_FINGER_TIP,0.9850785778428054,0.9169105153141824,0.05136031729869314
2,Left,9,MIDDLE_FINGER_MCP,0.6050739603891085,0.2703684444923714,0.28866428535387056
2,Left,10,MIDDLE_FINGER_PIP,0.5022315374869091,0.6255451943996144,0.06620282206523248
2,Left,11,MIDDLE_FINGER_DIP,0.4535479985702583,0.8396642595560949,0.03474704293078058
2,Left,12,MIDDLE_FINGER_TIP,0.40980828758762616,1.0,0.0
2,Left,13,RING_FINGER_MCP,0.2749642680478231,0.2583653337086257,0.2737165955931922
2,Left,14,RING_FINGER_PIP,0.14670614682297398,0.6032335762376575,0.1143471537171835
2,Left,15,RING_FINGER_DIP,0.10075042894568605,0.8106828249523117,0.13467527589669
2,Left,16,RING_FINGER_TIP,0.0732197884779695,0.9704096291733759,0.14156504854616064
2,Left,17,PINKY_MCP,0.0,0.25824485633187055,0.27220321149501
2,Left,18,PINKY_PIP,0.04512355629237012,0.49950438257400603,0.18240473340192298
2,Left,19,PINKY_DIP,0.11127460729622587,0.5913285532296771,0.20291549619229185
2,Left,20,PINKY_TIP,0.15301527607598028,0.6554918188093363,0.20463267343923686
3,Left,0,WRIST,0.21944170253453998,0.0,0.9923508967683584
3,Left,1,THUMB_CMC,0.7060574135167775,0.10684216762022694,1.0
3,Left,2,THUMB_MCP,0.8915691923464026,0.30479608333237784,0.85422060943197
3,Left,3,THUMB_IP,0.8026720123526695,0.49124245655472365,0.7291921229530892
3,Left,4,THUMB_TIP,0.6863018180593184,0.6135693729433482,0.6036129662661749
3,Left,5,INDEX_FINGER_MCP,0.9578967235984072,0.2999918211663628,0.3575035029390155
3,Left,6,INDEX_FINGER_PIP,1.0,0.6062227929570305,0.16251024588655133
3,Left,7,INDEX_FINGER_DIP,0.9959348974448784,0.7802880936820421,0.10172701045183004
3,Left,8,INDEX_FINGER_TIP,0.9908162554263281,0.920773549499142,0.057929781955078995
3,Left,9,MIDDLE_FINGER_MCP,0.6062085915843286,0.27627014611065887,0.28314869238841844
3,Left,10,MIDDLE_FINGER_PIP,0.5202036842962628,0.6323728936636971,0.06004122961497567
3,Left,11,MIDDLE_FINGER_DIP,0.4772076912534074,0.8425193865110395,0.03185669926049309
3,Left,12,MIDDLE_FINGER_TIP,0.4354579020305208,1.0,0.0
3,Left,13,RING_FINGER_MCP,0.27707672563811125,0.2630036193249787,0.2608779960797839
3,Left,14,RING_FINGER_PIP,0.15231051864321837,0.6060596749104723,0.0993846246092759
3,Left,15,RING_FINGER_DIP,0.10217809939265735,0.8093674398339773,0.12418925595402397
3,Left,16,RING_FINGER_TIP,0.0729969482888867,0.9668339887865898,0.1350053104878096
3,Left,17,PINKY_MCP,0.0,0.260042881548322,0.2522599460597921
3,Left,18,PINKY_PIP,0.0592483275118702,0.4949721575686697,0.16346376518200192
3,Left,19,PINKY_DIP,0.1303382447746427,0.5762705282991466,0.1884211862356032
3,Left,20,PINKY_TIP,0.175337947125517,0.6319258860084617,0.19341279634720185
4,Left,0,WRIST,0.20142438483807917,0.0,0.9799693291024177
4,Left,1,THUMB_CMC,0.6836409479909136,0.1046300451135812,1.0
4,Left,2,THUMB_MCP,0.8745021388648131,0.30336477853902133,0.8606682511176027
4,Left,3,THUMB_IP,0.7882531922381147,0.49122623472807986,0.7364249395662744
4,Left,4,THUMB_TIP,0.6682577118941125,0.6107008595986788,0.610271704130152
4,Left,5,INDEX_FINGER_MCP,0.9599603767581543,0.2979562805442221,0.3796122517231434
4,Left,6,INDEX_FINGER_PIP,1.0,0.6079005430185748,0.1866249618500998
4,Left,7,INDEX_FINGER_DIP,0.9946124591388207,0.7834169330034758,0.12178503598290195
4,Left,8,INDEX_FINGER_TIP,0.9894478972161831,0.9245965696083711,0.07359942116814144
4,Left,9,MIDDLE_FINGER_MCP,0.6146579653275838,0.27269356090608377,0.2923675866701036
4,Left,10,MIDDLE_FINGER_PIP,0.5169911106500056,0.6288228101402159,0.07138684840069834
4,Left,11,MIDDLE_FINGER_DIP,0.46861738963062444,0.8405481258879378,0.03720930725522227
4,Left,12,MIDDLE_FINGER_TIP,0.42441071750001097,1.0,0.0
4,Left,13,RING_FINGER_MCP,0.28509509416296597,0.2576670025722897,0.2554444009062442
4,Left,14,RING_FINGER_PIP,0.16090206418419864,0.6030909019264529,0.09072166605643019
4,Left,15,RING_FINGER_DIP,0.11968330983004384,0.8068772781686495,0.10894423554400863
4,Left,16,RING_FINGER_TIP,0.09766824107512356,0.9653420540501574,0.11431540586481491
4,Left,17,PINKY_MCP,0.0,0.2530155904399162,0.23235043527871363
4,Left,18,PINKY_PIP,0.059971860751154814,0.48759002326698814,0.1390899322816363
4,Left,19,PINKY_DIP,0.13259367483847892,0.5627295350848281,0.1617860481614144
4,Left,20,PINKY_TIP,0.17645652037784879,0.612361652753413,0.16465079598433632
5,Left,0,WRIST,0.15157343466508683,0.0,0.9538910131970832
5,Left,1,THUMB_CMC,0.6243071240789425,0.10311948714766134,1.0
5,Left,2,THUMB_MCP,0.830086181360388,0.2907875033718456,0.8623401204320666
