# Label: F
# Hands: Left (first) + Right (second)
# Timestamp: 2025-11-21 11:16:11
# Samples per hand: 50
# Normalization: Min-Max on X and Y axes
# Order: First 50 samples of Left hand, then 50 samples of Right hand
sample,hand_type,landmark_id,landmark_name,x_norm,y_norm,z_norm
1,Left,0,WRIST,0.36907764130986276,1.0,0.6916622124975627
1,Left,1,THUMB_CMC,0.7840425436007681,0.8894165266736332,0.6921734615729986
1,Left,2,THUMB_MCP,0.9973601474205134,0.6892207891509727,0.56013617806859
1,Left,3,THUMB_IP,1.0,0.5035647006558029,0.3287766322078346
1,Left,4,THUMB_TIP,0.981679387261233,0.341634568014353,0.10276515309129873
1,Left,5,INDEX_FINGER_MCP,0.7963830592735489,0.4723392908475044,1.0
1,Left,6,INDEX_FINGER_PIP,0.843088582721587,0.2524289745734796,0.7915995330323268
1,Left,7,INDEX_FINGER_DIP,0.8823113134515282,0.12165424178084688,0.6322492179298208
1,Left,8,INDEX_FINGER_TIP,0.883961165318192,0.0,0.5141144174773434
1,Left,9,MIDDLE_FINGER_MCP,0.5303999933253346,0.47276725495465644,0.7736058073353798
1,Left,10,MIDDLE_FINGER_PIP,0.7273314054823977,0.32607219285066036,0.41507263202348677
1,Left,11,MIDDLE_FINGER_DIP,0.7658480327627522,0.5235836775489674,0.33121354677436626
1,Left,12,MIDDLE_FINGER_TIP,0.6746782623673235,0.6273269842580832,0.40625533602410435
1,Left,13,RING_FINGER_MCP,0.2780926001198416,0.4986799735059084,0.4909745803648011
1,Left,14,RING_FINGER_PIP,0.510001610990979,0.39328981961627446,0.1287252268972604
1,Left,15,RING_FINGER_DIP,0.5535946797092914,0.5933006921307192,0.1391314705774532
1,Left,16,RING_FINGER_TIP,0.4336317912970986,0.6637658776619513,0.2606491852439816
1,Left,17,PINKY_MCP,0.0,0.5461468873475227,0.1872749225449379
1,Left,18,PINKY_PIP,0.24887470012301655,0.453402080747616,0.0
1,Left,19,PINKY_DIP,0.3095750147562182,0.5812063909736837,0.03708687478920223
1,Left,20,PINKY_TIP,0.19598133624674266,0.6376552277275573,0.12480643325971043
2,Left,0,WRIST,0.3794613091816677,1.0,0.6976820447063926
2,Left,1,THUMB_CMC,0.7890579342877566,0.8917354547887553,0.6923000818682131
2,Left,2,THUMB_MCP,1.0,0.6895985734226836,0.5617789926401544
2,Left,3,THUMB_IP,0.9974880780970102,0.5038444054659663,0.3324132860961931
2,Left,4,THUMB_TIP,0.9703425610735116,0.3510247374856345,0.10675073295137608
2,Left,5,INDEX_FINGER_MCP,0.7976901424283808,0.46964472662297113,1.0
2,Left,6,INDEX_FINGER_PIP,0.848241397379972,0.25233586620557197,0.7876241754489987
2,Left,7,INDEX_FINGER_DIP,0.8836097237196914,0.120878698290836,0.6223589471170969
2,Left,8,INDEX_FINGER_TIP,0.8782252244300041,0.0,0.5005289063238433
2,Left,9,MIDDLE_FINGER_MCP,0.5306869016747862,0.4703728399305209,0.7747147899344716
2,Left,10,MIDDLE_FINGER_PIP,0.7185191954046453,0.33011033868420087,0.4123217170263121
2,Left,11,MIDDLE_FINGER_DIP,0.7542415047057963,0.5284967805584564,0.32446411544289994
2,Left,12,MIDDLE_FINGER_TIP,0.6639093505051636,0.6340331967191608,0.39696078857857886
2,Left,13,RING_FINGER_MCP,0.2774658122294554,0.4974706262036828,0.4929535973519061
2,Left,14,RING_FINGER_PIP,0.5013981478774565,0.39579157067815557,0.12595199465257279
2,Left,15,RING_FINGER_DIP,0.5436580587924985,0.5943005126967218,0.13390167633675512
2,Left,16,RING_FINGER_TIP,0.4276710742823066,0.6684391743326284,0.25409678026478766
2,Left,17,PINKY_MCP,0.0,0.5455379117447956,0.1888267652768905
2,Left,18,PINKY_PIP,0.238405601933041,0.4551267376325691,0.0
2,Left,19,PINKY_DIP,0.29919652087902904,0.5827008805579316,0.03723358282925992
2,Left,20,PINKY_TIP,0.1912145274154997,0.6408443359344252,0.12508652125580816
3,Left,0,WRIST,0.3914671702337823,1.0,0.667269868246454
3,Left,1,THUMB_CMC,0.7938443842583492,0.8886905382278608,0.6558749028887335
3,Left,2,THUMB_MCP,0.997152532085525,0.692635804668142,0.5291765344508045
3,Left,3,THUMB_IP,1.0,0.5098012760733401,0.30238244269349046
3,Left,4,THUMB_TIP,0.97404097368703,0.35514568953701225,0.07834861218715336
3,Left,5,INDEX_FINGER_MCP,0.7849719718430234,0.4702660916340444,1.0
3,Left,6,INDEX_FINGER_PIP,0.8408608540958615,0.2544405475732549,0.7933499868429544
3,Left,7,INDEX_FINGER_DIP,0.878827544558227,0.122165880291979,0.6176946465453389
3,Left,8,INDEX_FINGER_TIP,0.8798735693085387,0.0,0.4848760132955591
3,Left,9,MIDDLE_FINGER_MCP,0.5254946093879395,0.4707702890569602,0.7781631406396027
3,Left,10,MIDDLE_FINGER_PIP,0.7113082331800857,0.33358089344278463,0.41416925156978446
3,Left,11,MIDDLE_FINGER_DIP,0.7485735846517404,0.5302028697332928,0.3032553360269251
3,Left,12,MIDDLE_FINGER_TIP,0.6632669639190895,0.637996812911151,0.3583753874079607
3,Left,13,RING_FINGER_MCP,0.2768702758829595,0.49675188758394456,0.49893064616944827
3,Left,14,RING_FINGER_PIP,0.5071213794023783,0.39788413675253453,0.12689413639432673
3,Left,15,RING_FINGER_DIP,0.5453187259429831,0.5935574627036254,0.10837243984549008
3,Left,16,RING_FINGER_TIP,0.42847081794167846,0.6687774466798847,0.2102509410584448
3,Left,17,PINKY_MCP,0.0,0.5433527676271256,0.1972030208541573
3,Left,18,PINKY_PIP,0.23842962838855852,0.4538084605977966,0.0
3,Left,19,PINKY_DIP,0.3014577848007015,0.5765783050368002,0.018194582615983963
3,Left,20,PINKY_TIP,0.19691514712707864,0.6345136421711715,0.09126164319926597
4,Left,0,WRIST,0.41819352061250675,1.0,0.6640018140445116
4,Left,1,THUMB_CMC,0.8126975415134824,0.8864129840815278,0.6775121034163427
4,Left,2,THUMB_MCP,1.0,0.6852909015297202,0.556169620026883
4,Left,3,THUMB_IP,0.9958243086840511,0.5037374441835976,0.33216110735989485
4,Left,4,THUMB_TIP,0.980815419082567,0.3499844102263943,0.10981007537943664
4,Left,5,INDEX_FINGER_MCP,0.7675597706425945,0.4671774157665433,1.0
4,Left,6,INDEX_FINGER_PIP,0.8213036431539499,0.254276043311316,0.7989206407166354
4,Left,7,INDEX_FINGER_DIP,0.8662730949686562,0.12237081554609075,0.6242850031412598
